accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
PP507083	PP507083.1	MPXV/Human/USA/CA-LACPHL-MA00612/2023	2023-11-07	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9917194448529224	795	612	2	good	good	good	good	good		False	2023.8506849315067
PP507084	PP507084.1	MPXV/Human/USA/CA-LACPHL-MA00614/2023	2023-12-05	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9870087064991964	1752	605	1	good	good	good	good	good		False	2023.927397260274
PP507085	PP507085.1	MPXV/Human/USA/CA-LACPHL-MA00617/2024	2024-02-23	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9573599582169172	5574	599	0	good	good	good	good	good		False	2024.146174863388
PP507086	PP507086.1	MPXV/Human/USA/CA-LACPHL-MA00618/2024	2024-02-07	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9964707493065732	1	617	0	good	good	good	good	good		False	2024.1024590163934
PP507087	PP507087.1	MPXV/Human/USA/CA-LACPHL-MA00590/2023	2023-08-10	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9602401513115528	6964	595	2	good	good	good	good	good		False	2023.6068493150685
PP507088	PP507088.1	MPXV/Human/USA/CA-LACPHL-MA00591/2023	2023-08-23	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9754220142082763	3018	601	2	good	good	good	good	good		False	2023.6424657534246
PP507089	PP507089.1	MPXV/Human/USA/CA-LACPHL-MA00592/2023	2023-08-01	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9740782621482792	3572	594	2	good	good	good	good	good		False	2023.5821917808219
PP507090	PP507090.1	MPXV/Human/USA/CA-LACPHL-MA00593/2023	2023-08-18	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9884082369465896	1465	616	2	good	good	good	good	good		False	2023.6287671232876
PP507091	PP507091.1	MPXV/Human/USA/CA-LACPHL-MA00594/2023	2023-08-24	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.972004320289642	3237	604	2	good	good	good	good	good		False	2023.645205479452
PP507092	PP507092.1	MPXV/Human/USA/CA-LACPHL-MA00595/2023	2023-08-23	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9336845681485124	9439	571	1	mediocre	good	good	good	good		False	2023.6424657534246
PP507093	PP507093.1	MPXV/Human/USA/CA-LACPHL-MA00596/2023	2023-09-01	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9595150322754032	4975	580	1	good	good	good	good	good		False	2023.6671232876713
PP507094	PP507094.1	MPXV/Human/USA/CA-LACPHL-MA00606/2023	2023-10-11	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.989341257244852	1207	607	1	good	good	good	good	good		False	2023.7767123287672
PP507095	PP507095.1	MPXV/Human/USA/CA-LACPHL-MA00615/2023	2023-11-27	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9237813690044572	11668	559	3	mediocre	good	good	good	good		False	2023.9054794520548
PP533274	PP533274.1	NY-NYCPHL-001203	2023-03-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9885248644838724	727	601	2	good	good	good	good	good		False	[2023.16301369863:2023.2452054794521]
PP533275	PP533275.1	NY-NYCPHL-001208	2023-05-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9910653164916408	210	609	2	good	good	good	good	good	OPG023:386-661	False	[2023.3301369863013:2023.4123287671232]
PP533276	PP533276.1	NY-NYCPHL-001209	2023-06-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9911160241165464	211	607	0	good	good	good	good	good		False	[2023.4150684931508:2023.4945205479453]
PP533277	PP533277.1	NY-NYCPHL-001210	2023-06-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9911058825915652	214	607	0	good	good	good	good	good		False	[2023.4150684931508:2023.4945205479453]
PP533278	PP533278.1	NY-NYCPHL-001192	2023-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9921808842395632	0	614	0	good	good	good	good	good		False	[2023.0013698630137:2023.0835616438355]
PP533279	PP533279.1	NY-NYCPHL-001193	2023-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.12	0.9920541151772992	27	608	0	good	good	good	good	good	OPG164:190-229	False	[2023.0013698630137:2023.0835616438355]
PP533280	PP533280.1	NY-NYCPHL-001194	2023-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.12	0.9912174393663576	182	608	0	good	good	good	good	good	OPG164:190-229	False	[2023.0013698630137:2023.0835616438355]
PP533281	PP533281.1	NY-NYCPHL-001195	2023-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9922214503394876	0	612	0	good	good	good	good	good		False	[2023.0013698630137:2023.0835616438355]
PP533282	PP533282.1	NY-NYCPHL-001196	2023-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.992226521101978	0	612	0	good	good	good	good	good		False	[2023.0013698630137:2023.0835616438355]
PP533283	PP533283.1	NY-NYCPHL-001197	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9922214503394876	0	606	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533284	PP533284.1	NY-NYCPHL-001198	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9922214503394876	0	605	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533285	PP533285.1	NY-NYCPHL-001199	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9922214503394876	0	610	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533286	PP533286.1	NY-NYCPHL-001200	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9922214503394876	0	613	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533287	PP533287.1	NY-NYCPHL-001201	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9922113088145064	0	613	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533289	PP533289.1	NY-NYCPHL-001211	2023-06-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.988438661521533	695	606	1	good	good	good	good	good		False	[2023.4150684931508:2023.4945205479453]
PP533290	PP533290.1	NY-NYCPHL-001212	2023-06-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9882003356844768	772	607	1	good	good	good	good	good		False	[2023.4150684931508:2023.4945205479453]
PP533291	PP533291.1	NY-NYCPHL-001213	2023-07-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9866334700748952	1040	604	0	good	good	good	good	good		False	[2023.4972602739726:2023.5794520547945]
PP533292	PP533292.1	NY-NYCPHL-001214	2023-07-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9758783828324266	2007	595	5	good	good	good	good	good		False	[2023.4972602739726:2023.5794520547945]
PP533293	PP533293.1	NY-NYCPHL-001215	2023-07-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9912630762287724	120	613	1	good	good	good	good	good		False	[2023.4972602739726:2023.5794520547945]
PP533294	PP533294.1	NY-NYCPHL-001229	2023-10-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9849195523530874	1439	603	1	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
PP533296	PP533296.1	NY-NYCPHL-001232	2023-10-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9850311091278796	1398	598	2	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
PP533297	PP533297.1	NY-NYCPHL-001233	2023-10-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.985162948952634	1375	599	0	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
PP533298	PP533298.1	NY-NYCPHL-001234	2023-10-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9918208601027336	65	614	1	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
PP533299	PP533299.1	NY-NYCPHL-001258	2023-12-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9586479318895182	6620	594	1	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP533300	PP533300.1	NY-NYCPHL-001260	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9238675719667968	13480	578	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533301	PP533301.1	NY-NYCPHL-001261	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9363112231186204	11026	579	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533302	PP533302.1	NY-NYCPHL-001262	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.937695541278542	10753	579	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533303	PP533303.1	NY-NYCPHL-001263	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9438058100796616	9547	586	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533304	PP533304.1	NY-NYCPHL-001265	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.901378740321182	17915	558	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533305	PP533305.1	NY-NYCPHL-001270	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9842096456044096	1564	608	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533306	PP533306.1	NY-NYCPHL-001271	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9858576434138402	1239	606	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533307	PP533307.1	NY-NYCPHL-001273	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9813548063222268	2132	609	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533308	PP533308.1	NY-NYCPHL-001274	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9875157827482518	912	608	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533309	PP533309.1	NY-NYCPHL-001275	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9862125967881792	1177	609	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533310	PP533310.1	NY-NYCPHL-001276	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9550121951837898	7330	598	0	mediocre	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533311	PP533311.1	NY-NYCPHL-001277	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9799704881623048	2402	609	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533312	PP533312.1	NY-NYCPHL-001278	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9633941655806784	5685	597	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533313	PP533313.1	NY-NYCPHL-001272	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9116419636020668	15891	565	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
