accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution	num_date
MK107878	MK107878.1	LASV/H.sapiens-tc/NGA/2016/IRR_015	2016-02-03	Africa	Nigeria	Nasarawa State		7221	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0915300546449
MK107879	MK107879.1	LASV/H.sapiens-tc/NGA/2016/IRR_032	2016-03-13	Africa	Nigeria	Nasarawa State		7214	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.198087431694
MK107880	MK107880.1	LASV/H.sapiens-tc/NGA/2016/IRR_020	2016-02-15	Africa	Nigeria	Nasarawa State		7224	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1243169398906
MK107881	MK107881.1	LASV/H.sapiens-tc/NGA/2016/IRR_017	2016-02-06	Africa	Nigeria	Ondo State		7255	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0997267759562
MK107882	MK107882.1	LASV/H.sapiens-tc/NGA/2016/IRR_033	2016-03-14	Africa	Nigeria	Ondo State		7256	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.200819672131
MK107883	MK107883.1	LASV/H.sapiens-tc/NGA/2016/IRR_029	2016-03-01	Africa	Nigeria	Ondo State		7190	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1653005464482
MK107884	MK107884.1	LASV/H.sapiens-tc/NGA/2016/IRR_009	2016-01-20	Africa	Nigeria	Plateau		7191	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0532786885246
MK107885	MK107885.1	LASV/H.sapiens-tc/NGA/2016/IRR_003	2016-01-04	Africa	Nigeria	Plateau		7224	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.00956284153
MK107886	MK107886.1	LASV/H.sapiens-tc/NGA/2016/IRR_010	2016-01-22	Africa	Nigeria	Taraba		7362	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.058743169399
MK107887	MK107887.1	LASV/H.sapiens-tc/NGA/2016/IRR_004	2016-01-05	Africa	Nigeria	Taraba		7116	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0122950819673
MK107890	MK107890.1	LASV/H.sapiens-tc/NGA/2012/IRR_001	2012-02-08	Africa	Nigeria	Tararba		7226	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2012.1051912568305
MK107891	MK107891.1	LASV/H.sapiens-tc/NGA/2012/IRR_002	2012-02-10	Africa	Nigeria	Tararba		7109	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2012.110655737705
MK107892	MK107892.1	LASV/H.sapiens-tc/NGA/2012/IRR_003	2012-02-10	Africa	Nigeria	Tararba		7141	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2012.110655737705
MK107893	MK107893.1	LASV/H.sapiens-tc/NGA/2013/IRR_005	2013-01-25	Africa	Nigeria	Ebonyi		7258	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2013.0671232876712
MK107894	MK107894.1	LASV/H.sapiens-tc/NGA/2013/IRR_007	2013-02-03	Africa	Nigeria	Enugu		7249	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2013.0917808219178
MK107895	MK107895.1	LASV/H.sapiens-tc/NGA/2013/IRR_001	2013-01-16	Africa	Nigeria	Ondo State		7225	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2013.0424657534247
MK107896	MK107896.1	LASV/H.sapiens-tc/NGA/2013/IRR_006	2013-01-30	Africa	Nigeria	Ondo State		7238	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2013.0808219178082
MK117826	MK117826.1	LASV/H.sapiens-wt/NGA/2014/IRR_001	2014-01-25	Africa	Nigeria	Edo		7160	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.0671232876712
MK117827	MK117827.1	LASV/H.sapiens-wt/NGA/2016/IRR_001	2016-01-04	Africa	Nigeria	Edo		7183	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.00956284153
MK117828	MK117828.1	LASV/H.sapiens-wt/NGA/2016/IRR_002	2016-02-15	Africa	Nigeria	Edo		7098	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1243169398906
MK117829	MK117829.1	LASV/H.sapiens-wt/NGA/2017/IRR_001	2017-01-24	Africa	Nigeria	Nasarawa State		6715	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2017.0643835616438
MK117832	MK117832.1	LASV/H.sapiens-wt/NGA/2018/IRR_001_I	2018-01-02	Africa	Nigeria	Bauchi		7193	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.004109589041
MK117833	MK117833.1	LASV/H.sapiens-wt/NGA/2018/IRR_013_I	2018-01-13	Africa	Nigeria	Imo		7228	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.0342465753424
MK117834	MK117834.1	LASV/H.sapiens-wt/NGA/2018/IRR_014_I	2018-01-15	Africa	Nigeria	Owo		7247	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.0397260273974
MK117835	MK117835.1	LASV/H.sapiens-wt/NGA/2018/IRR_021_I	2018-01-18	Africa	Nigeria	Nasarawa State		7236	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.0479452054794
MK117836	MK117836.1	LASV/H.sapiens-wt/NGA/2018/IRR_036_I	2018-01-26	Africa	Nigeria	Edo		7264	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.0698630136985
MK117837	MK117837.1	LASV/H.sapiens-wt/NGA/2018/IRR_066_I	2018-02-10	Africa	Nigeria	Edo		7134	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1109589041096
MK117838	MK117838.1	LASV/H.sapiens-wt/NGA/2018/IRR_072_I	2018-02-12	Africa	Nigeria	Ondo State		7244	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1164383561643
MK117839	MK117839.1	LASV/H.sapiens-wt/NGA/2018/IRR_073_I	2018-02-12	Africa	Nigeria	Anambra		7259	Homo sapiens		2018-12-10	2018-12-10		Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	Kafetzopoulou et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2018.1164383561643
